datetime,number_of_cargo_ships,number_of_tanker_ships,location
2019-05-24,29,16,suez
2019-05-25,31,11,suez
2019-05-26,36,16,suez
2019-05-27,34,16,suez
2019-05-28,48,16,suez
2019-05-29,34,13,suez
2019-05-30,39,26,suez
2019-05-31,44,11,suez
2019-06-01,26,14,suez
2019-06-02,29,23,suez
2019-06-03,42,7,suez
2019-06-04,35,16,suez
2019-06-05,41,20,suez
2019-06-06,36,16,suez
2019-06-07,37,20,suez
2019-06-08,28,13,suez
2019-06-09,38,20,suez
2019-06-10,42,17,suez
2019-06-11,35,19,suez
2019-06-12,33,8,suez
2019-06-13,24,25,suez
2019-06-14,33,17,suez
2019-06-15,35,11,suez
2019-06-16,29,24,suez
2019-06-17,36,10,suez
2019-06-18,39,11,suez
2019-06-19,35,8,suez
2019-06-20,33,14,suez
2019-06-21,39,13,suez
2019-06-22,31,18,suez
2019-06-23,34,10,suez
2019-06-24,30,16,suez
2019-06-25,34,19,suez
2019-06-26,36,15,suez
2019-06-27,36,13,suez
2019-06-28,52,18,suez
2019-06-29,37,13,suez
2019-06-30,29,15,suez
2019-07-01,36,14,suez
2019-07-02,37,14,suez
2019-07-03,38,10,suez
2019-07-04,26,19,suez
2019-07-05,39,12,suez
2019-07-06,41,12,suez
2019-07-07,29,25,suez
2019-07-08,40,16,suez
2019-07-09,39,17,suez
2019-07-10,44,8,suez
2019-07-11,34,25,suez
2019-07-12,30,13,suez
2019-07-13,41,16,suez
2019-07-14,36,18,suez
2019-07-15,41,17,suez
2019-07-16,37,14,suez
2019-07-17,33,12,suez
2019-07-18,40,17,suez
2019-07-19,43,10,suez
2019-07-20,43,15,suez
2019-07-21,33,17,suez
2019-07-22,38,5,suez
2019-07-23,38,16,suez
2019-07-24,33,16,suez
2019-07-25,42,19,suez
2019-07-26,43,9,suez
2019-07-27,36,14,suez
2019-07-28,40,19,suez
2019-07-29,28,20,suez
2019-07-30,45,14,suez
2019-07-31,41,10,suez
2019-08-01,48,26,suez
2019-08-02,43,18,suez
2019-08-03,46,16,suez
2019-08-04,37,13,suez
2019-08-05,34,11,suez
2019-08-06,44,18,suez
2019-08-07,43,20,suez
2019-08-08,33,19,suez
2019-08-09,41,16,suez
2019-08-10,38,18,suez
2019-08-11,42,18,suez
2019-08-12,39,17,suez
2019-08-13,39,16,suez
2019-08-14,34,15,suez
2019-08-15,48,12,suez
2019-08-16,36,19,suez
2019-08-17,32,12,suez
2019-08-18,41,10,suez
2019-08-19,33,12,suez
2019-08-20,42,11,suez
2019-08-21,35,18,suez
2019-08-22,35,17,suez
2019-08-23,52,16,suez
2019-08-24,43,15,suez
2019-08-25,44,20,suez
2019-08-26,42,18,suez
2019-08-27,38,19,suez
2019-08-28,39,17,suez
2019-08-29,37,12,suez
2019-08-30,49,13,suez
2019-08-31,28,16,suez
2019-09-01,47,18,suez
2019-09-02,40,12,suez
2019-09-03,38,19,suez
2019-09-04,28,16,suez
2019-09-05,44,11,suez
2019-09-06,29,23,suez
2019-09-07,37,17,suez
2019-09-08,39,13,suez
2019-09-09,35,23,suez
2019-09-10,38,20,suez
2019-09-11,35,12,suez
2019-09-12,38,20,suez
2019-09-13,41,14,suez
2019-09-14,30,14,suez
2019-09-15,37,15,suez
2019-09-16,39,13,suez
2019-09-17,35,15,suez
2019-09-18,36,16,suez
2019-09-19,38,16,suez
2019-09-20,35,16,suez
2019-09-21,34,13,suez
2019-09-22,42,13,suez
2019-09-23,40,20,suez
2019-09-24,39,16,suez
2019-09-25,43,14,suez
2019-09-26,41,22,suez
2019-09-27,35,13,suez
2019-09-28,34,16,suez
2019-09-29,34,18,suez
2019-09-30,41,19,suez
2019-10-01,38,13,suez
2019-10-02,42,15,suez
2019-10-03,51,14,suez
2019-10-04,36,17,suez
2019-10-05,47,15,suez
2019-10-06,35,20,suez
2019-10-07,43,14,suez
2019-10-08,34,23,suez
2019-10-09,38,18,suez
2019-10-10,37,17,suez
2019-10-11,44,22,suez
2019-10-12,48,13,suez
2019-10-13,41,14,suez
2019-10-14,33,18,suez
2019-10-15,39,13,suez
2019-10-16,38,15,suez
2019-10-17,36,22,suez
2019-10-18,41,18,suez
2019-10-19,37,24,suez
2019-10-20,33,15,suez
2019-10-21,36,21,suez
2019-10-22,42,24,suez
2019-10-23,43,18,suez
2019-10-24,44,17,suez
2019-10-25,35,18,suez
2019-10-26,40,20,suez
2019-10-27,44,14,suez
2019-10-28,28,23,suez
2019-10-29,34,19,suez
2019-10-30,47,15,suez
2019-10-31,40,20,suez
2019-11-01,36,19,suez
2019-11-02,36,19,suez
2019-11-03,32,20,suez
2019-11-04,44,18,suez
2019-11-05,35,15,suez
2019-11-06,37,14,suez
2019-11-07,29,18,suez
2019-11-08,40,10,suez
2019-11-09,39,21,suez
2019-11-10,39,21,suez
2019-11-11,38,16,suez
2019-11-12,36,11,suez
2019-11-13,41,16,suez
2019-11-14,38,17,suez
2019-11-15,38,18,suez
2019-11-16,38,13,suez
2019-11-17,38,22,suez
2019-11-18,38,16,suez
2019-11-19,44,11,suez
2019-11-20,33,24,suez
2019-11-21,37,12,suez
2019-11-22,40,19,suez
2019-11-23,29,18,suez
2019-11-24,38,23,suez
2019-11-25,32,18,suez
2019-11-26,35,25,suez
2019-11-27,39,17,suez
2019-11-28,34,23,suez
2019-11-29,34,13,suez
2019-11-30,42,12,suez
2019-12-01,36,19,suez
2019-12-02,34,22,suez
2019-12-03,38,19,suez
2019-12-04,46,19,suez
2019-12-05,40,19,suez
2019-12-06,34,10,suez
2019-12-07,33,24,suez
2019-12-08,37,17,suez
2019-12-09,36,22,suez
2019-12-10,33,20,suez
2019-12-11,44,16,suez
2019-12-12,45,15,suez
2019-12-13,36,16,suez
2019-12-14,36,16,suez
2019-12-15,38,16,suez
2019-12-16,39,20,suez
2019-12-17,37,18,suez
2019-12-18,41,14,suez
2019-12-19,27,20,suez
2019-12-20,41,24,suez
2019-12-21,38,13,suez
2019-12-22,35,16,suez
2019-12-23,34,22,suez
2019-12-24,41,15,suez
2019-12-25,23,18,suez
2019-12-26,30,11,suez
2019-12-27,39,11,suez
2019-12-28,41,25,suez
2019-12-29,40,23,suez
2019-12-30,39,13,suez
2019-12-31,42,21,suez
2020-01-01,40,16,suez
2020-01-02,31,25,suez
2020-01-03,33,17,suez
2020-01-04,43,8,suez
2020-01-05,44,21,suez
2020-01-06,30,14,suez
2020-01-07,38,17,suez
2020-01-08,47,12,suez
2020-01-09,44,22,suez
2020-01-10,55,15,suez
2020-01-11,33,18,suez
2020-01-12,47,15,suez
2020-01-13,33,17,suez
2020-01-14,34,27,suez
2020-01-15,41,13,suez
2020-01-16,27,18,suez
2020-01-17,42,19,suez
2020-01-18,26,19,suez
2020-01-19,36,8,suez
2020-01-20,41,18,suez
2020-01-21,32,9,suez
2020-01-22,29,14,suez
2020-01-23,36,18,suez
2020-01-24,31,20,suez
2020-01-25,31,17,suez
2020-01-26,40,14,suez
2020-01-27,36,17,suez
2020-01-28,33,18,suez
2020-01-29,46,12,suez
2020-01-30,40,21,suez
2020-01-31,37,22,suez
2020-02-01,37,12,suez
2020-02-02,47,8,suez
2020-02-03,36,25,suez
2020-02-04,35,15,suez
2020-02-05,39,18,suez
2020-02-06,34,12,suez
2020-02-07,36,16,suez
2020-02-08,33,19,suez
2020-02-09,33,15,suez
2020-02-10,43,12,suez
2020-02-11,41,12,suez
2020-02-12,36,16,suez
2020-02-13,40,21,suez
2020-02-14,46,22,suez
2020-02-15,45,20,suez
2020-02-16,40,24,suez
2020-02-17,39,27,suez
2020-02-18,29,19,suez
2020-02-19,31,18,suez
2020-02-20,34,15,suez
2020-02-21,37,12,suez
2020-02-22,34,16,suez
2020-02-23,41,15,suez
2020-02-24,35,15,suez
2020-02-25,48,14,suez
2020-02-26,33,14,suez
2020-02-27,52,12,suez
2020-02-28,22,24,suez
2020-02-29,34,13,suez
2020-03-01,39,12,suez
2020-03-02,38,23,suez
2020-03-03,39,11,suez
2020-03-04,35,16,suez
2020-03-05,29,8,suez
2020-03-06,44,18,suez
2020-03-07,37,16,suez
2020-03-08,31,16,suez
2020-03-09,32,21,suez
2020-03-10,40,21,suez
2020-03-11,27,16,suez
2020-03-12,30,13,suez
2020-03-13,46,17,suez
2020-03-14,34,24,suez
2020-03-15,59,15,suez
2020-03-16,44,19,suez
2020-03-17,37,19,suez
2020-03-18,43,8,suez
2020-03-19,44,17,suez
2020-03-20,38,20,suez
2020-03-21,34,10,suez
2020-03-22,42,15,suez
2020-03-23,34,13,suez
2020-03-24,40,16,suez
2020-03-25,43,14,suez
2020-03-26,40,17,suez
2020-03-27,54,14,suez
2020-03-28,32,20,suez
2020-03-29,36,13,suez
2020-03-30,38,16,suez
2020-03-31,41,14,suez
2020-04-01,32,16,suez
2020-04-02,34,19,suez
2020-04-03,43,20,suez
2020-04-04,34,18,suez
2020-04-05,37,21,suez
2020-04-06,34,21,suez
2020-04-07,43,14,suez
2020-04-08,38,22,suez
2020-04-09,44,25,suez
2020-04-10,49,21,suez
2020-04-11,36,22,suez
2020-04-12,35,22,suez
2020-04-13,38,23,suez
2020-04-14,47,18,suez
2020-04-15,37,14,suez
2020-04-16,40,23,suez
2020-04-17,36,17,suez
2020-04-18,41,20,suez
2020-04-19,26,23,suez
2020-04-20,40,20,suez
2020-04-21,29,26,suez
2020-04-22,46,23,suez
2020-04-23,47,18,suez
2020-04-24,41,19,suez
2020-04-25,52,20,suez
2020-04-26,24,32,suez
2020-04-27,29,18,suez
2020-04-28,36,20,suez
2020-04-29,29,16,suez
2020-04-30,38,20,suez
2020-05-01,43,25,suez
2020-05-02,38,24,suez
2020-05-03,44,20,suez
2020-05-04,49,24,suez
2020-05-05,24,25,suez
2020-05-06,29,23,suez
2020-05-07,31,12,suez
2020-05-08,33,25,suez
2020-05-09,32,25,suez
2020-05-10,31,22,suez
2020-05-11,31,17,suez
2020-05-12,31,14,suez
2020-05-13,29,19,suez
2020-05-14,38,17,suez
2020-05-15,34,16,suez
2020-05-16,33,28,suez
2020-05-17,42,18,suez
2020-05-18,33,25,suez
2020-05-19,29,19,suez
2020-05-20,33,10,suez
2020-05-21,29,29,suez
2020-05-22,41,18,suez
2020-05-23,32,17,suez
2020-05-24,33,26,suez
2020-05-25,26,18,suez
2020-05-26,30,18,suez
2020-05-27,24,14,suez
2020-05-28,28,10,suez
2020-05-29,41,13,suez
2020-05-30,27,17,suez
2020-05-31,32,24,suez
2020-06-01,37,20,suez
2020-06-02,33,21,suez
2020-06-03,31,17,suez
2020-06-04,35,20,suez
2020-06-05,38,21,suez
2020-06-06,33,12,suez
2020-06-07,28,14,suez
2020-06-08,37,16,suez
2020-06-09,34,9,suez
2020-06-10,37,13,suez
2020-06-11,30,12,suez
2020-06-12,33,16,suez
2020-06-13,30,14,suez
2020-06-14,22,11,suez
2020-06-15,25,19,suez
2020-06-16,29,16,suez
2020-06-17,32,17,suez
2020-06-18,30,10,suez
2020-06-19,29,19,suez
2020-06-20,28,21,suez
2020-06-21,30,10,suez
2020-06-22,23,12,suez
2020-06-23,25,13,suez
2020-06-24,27,22,suez
2020-06-25,36,12,suez
2020-06-26,34,18,suez
2020-06-27,39,10,suez
2020-06-28,35,16,suez
2020-06-29,34,16,suez
2020-06-30,30,19,suez
2020-07-01,43,16,suez
2020-07-02,39,15,suez
2020-07-03,32,14,suez
2020-07-04,33,11,suez
2020-07-05,28,12,suez
2020-07-06,26,13,suez
2020-07-07,37,15,suez
2020-07-08,26,11,suez
2020-07-09,33,17,suez
2020-07-10,32,10,suez
2020-07-11,36,10,suez
2020-07-12,31,11,suez
2020-07-13,26,9,suez
2020-07-14,33,13,suez
2020-07-15,32,13,suez
2020-07-16,40,16,suez
2020-07-17,46,15,suez
2020-07-18,31,13,suez
2020-07-19,29,17,suez
2020-07-20,35,13,suez
2020-07-21,33,15,suez
2020-07-22,30,11,suez
2020-07-23,38,11,suez
2020-07-24,38,10,suez
2020-07-25,38,12,suez
2020-07-26,45,16,suez
2020-07-27,34,17,suez
2020-07-28,34,13,suez
2020-07-29,32,9,suez
2020-07-30,42,12,suez
2020-07-31,39,18,suez
2020-08-01,28,14,suez
2020-08-02,37,12,suez
2020-08-03,43,10,suez
2020-08-04,41,11,suez
2020-08-05,35,15,suez
2020-08-06,45,14,suez
2020-08-07,38,13,suez
2020-08-08,31,12,suez
2020-08-09,26,10,suez
2020-08-10,48,11,suez
2020-08-11,31,8,suez
2020-08-12,38,10,suez
2020-08-13,33,20,suez
2020-08-14,45,11,suez
2020-08-15,38,9,suez
2020-08-16,42,8,suez
2020-08-17,41,20,suez
2020-08-18,30,16,suez
2020-08-19,45,6,suez
2020-08-20,34,19,suez
2020-08-21,44,16,suez
2020-08-22,33,5,suez
2020-08-23,38,11,suez
2020-08-24,38,21,suez
2020-08-25,45,20,suez
2020-08-26,35,18,suez
2020-08-27,35,16,suez
2020-08-28,52,6,suez
2020-08-29,34,14,suez
2020-08-30,37,19,suez
2020-08-31,38,16,suez
2020-09-01,41,21,suez
2020-09-02,51,9,suez
2020-09-03,45,16,suez
2020-09-04,41,8,suez
2020-09-05,31,18,suez
2020-09-06,42,21,suez
2020-09-07,43,11,suez
2020-09-08,33,7,suez
2020-09-09,37,11,suez
2020-09-10,41,17,suez
2020-09-11,50,10,suez
2020-09-12,34,12,suez
2020-09-13,30,14,suez
2020-09-14,39,14,suez
2020-09-15,50,11,suez
2020-09-16,37,14,suez
2020-09-17,49,8,suez
2020-09-18,50,12,suez
2020-09-19,22,11,suez
2020-09-20,36,9,suez
2020-09-21,40,18,suez
2020-09-22,43,15,suez
2020-09-23,43,7,suez
2020-09-24,42,14,suez
2020-09-25,37,18,suez
2020-09-26,35,15,suez
2020-09-27,41,11,suez
2020-09-28,26,15,suez
2020-09-29,36,19,suez
2020-09-30,38,9,suez
2020-10-01,45,12,suez
2020-10-02,39,9,suez
2020-10-03,39,14,suez
2020-10-04,46,19,suez
2020-10-05,44,13,suez
2020-10-06,37,20,suez
2020-10-07,38,17,suez
2020-10-08,45,11,suez
2020-10-09,36,10,suez
2020-10-10,36,16,suez
2020-10-11,42,16,suez
2020-10-12,38,10,suez
2020-10-13,43,14,suez
2020-10-14,46,12,suez
2020-10-15,37,18,suez
2020-10-16,29,9,suez
2020-10-17,38,11,suez
2020-10-18,36,7,suez
2020-10-19,43,9,suez
2020-10-20,41,18,suez
2020-10-21,41,12,suez
2020-10-22,39,12,suez
2020-10-23,41,13,suez
2020-10-24,45,11,suez
2020-10-25,35,16,suez
2020-10-26,35,13,suez
2020-10-27,41,15,suez
2020-10-28,43,17,suez
2020-10-29,48,15,suez
2020-10-30,49,13,suez
2020-10-31,50,8,suez
2020-11-01,34,12,suez
2020-11-02,38,15,suez
2020-11-03,37,17,suez
2020-11-04,37,15,suez
2020-11-05,44,15,suez
2020-11-06,38,10,suez
2020-11-07,40,12,suez
2020-11-08,44,16,suez
2020-11-09,48,17,suez
2020-11-10,34,14,suez
2020-11-11,47,15,suez
2020-11-12,36,12,suez
2020-11-13,39,16,suez
2020-11-14,50,16,suez
2020-11-15,43,12,suez
2020-11-16,37,15,suez
2020-11-17,51,13,suez
2020-11-18,35,18,suez
2020-11-19,36,17,suez
2020-11-20,35,21,suez
2020-11-21,47,15,suez
2020-11-22,43,15,suez
2020-11-23,46,7,suez
2020-11-24,29,10,suez
2020-11-25,42,16,suez
2020-11-26,40,11,suez
2020-11-27,45,17,suez
2020-11-28,46,16,suez
2020-11-29,42,16,suez
2020-11-30,32,12,suez
2020-12-01,28,16,suez
2020-12-02,46,10,suez
2020-12-03,30,13,suez
2020-12-04,44,22,suez
2020-12-05,34,16,suez
2020-12-06,36,12,suez
2020-12-07,36,22,suez
2020-12-08,39,16,suez
2020-12-09,32,21,suez
2020-12-10,42,13,suez
2020-12-11,32,20,suez
2020-12-12,29,15,suez
2020-12-13,43,7,suez
2020-12-14,39,15,suez
2020-12-15,35,14,suez
2020-12-16,34,12,suez
2020-12-17,50,10,suez
2020-12-18,34,15,suez
2020-12-19,42,21,suez
2020-12-20,35,19,suez
2020-12-21,45,12,suez
2020-12-22,36,14,suez
2020-12-23,23,23,suez
2020-12-24,42,11,suez
2020-12-25,43,19,suez
2020-12-26,36,19,suez
2020-12-27,35,17,suez
2020-12-28,34,14,suez
2020-12-29,35,11,suez
2020-12-30,35,15,suez
2020-12-31,39,17,suez
2021-01-01,47,14,suez
2021-01-02,47,15,suez
2021-01-03,37,13,suez
2021-01-04,42,13,suez
2021-01-05,32,16,suez
2021-01-06,32,19,suez
2021-01-07,22,18,suez
2021-01-08,49,17,suez
2021-01-09,40,18,suez
2021-01-10,39,22,suez
2021-01-11,27,22,suez
2021-01-12,41,8,suez
2021-01-13,38,12,suez
2021-01-14,37,14,suez
2021-01-15,32,24,suez
2021-01-16,33,23,suez
2021-01-17,31,22,suez
2021-01-18,35,15,suez
2021-01-19,33,11,suez
2021-01-20,31,16,suez
2021-01-21,39,16,suez
2021-01-22,35,18,suez
2021-01-23,33,14,suez
2021-01-24,46,23,suez
2021-01-25,37,17,suez
2021-01-26,29,19,suez
2021-01-27,32,10,suez
2021-01-28,40,8,suez
2021-01-29,43,19,suez
2021-01-30,39,15,suez
2021-01-31,30,16,suez
2021-02-01,35,15,suez
2021-02-02,37,16,suez
2021-02-03,44,21,suez
2021-02-04,36,21,suez
2021-02-05,43,20,suez
2021-02-06,25,12,suez
2021-02-07,27,15,suez
2021-02-08,37,14,suez
2021-02-09,37,19,suez
2021-02-10,49,18,suez
2021-02-11,53,16,suez
2021-02-12,51,15,suez
2021-02-13,44,14,suez
2021-02-14,39,16,suez
2021-02-15,43,9,suez
2021-02-16,26,14,suez
2021-02-17,35,16,suez
2021-02-18,40,19,suez
2021-02-19,52,18,suez
2021-02-20,44,23,suez
2021-02-21,33,14,suez
2021-02-22,31,24,suez
2021-02-23,41,21,suez
2021-02-24,38,16,suez
2021-02-25,49,16,suez
2021-02-26,46,17,suez
2021-02-27,32,12,suez
2021-02-28,52,12,suez
2021-03-01,48,17,suez
2021-03-02,42,9,suez
2021-03-03,39,25,suez
2021-03-04,38,20,suez
2021-03-05,39,22,suez
2021-03-06,40,14,suez
2021-03-07,43,22,suez
2021-03-08,43,13,suez
2021-03-09,57,13,suez
2021-03-10,36,23,suez
2021-03-11,36,23,suez
2021-03-12,42,12,suez
2021-03-13,34,15,suez
2021-03-14,43,16,suez
2021-03-15,33,18,suez
2021-03-16,46,12,suez
2021-03-17,35,13,suez
2021-03-18,33,18,suez
2021-03-19,39,21,suez
2021-03-20,37,17,suez
2021-03-21,33,16,suez
2021-03-22,36,21,suez
2021-03-23,34,4,suez
2021-03-24,11,4,suez
2021-03-25,2,0,suez
2021-03-26,8,2,suez
2021-03-27,6,3,suez
2021-03-28,7,3,suez
2021-03-29,20,12,suez
2021-03-30,49,17,suez
2021-03-31,50,14,suez
2021-04-01,60,19,suez
2021-04-02,54,23,suez
2021-04-03,58,30,suez
2021-04-04,61,27,suez
2021-04-05,31,16,suez
2021-04-06,66,13,suez
2021-04-07,43,26,suez
2021-04-08,55,22,suez
2021-04-09,62,26,suez
2021-04-10,48,21,suez
2021-04-11,53,15,suez
2021-04-12,30,15,suez
2021-04-13,37,10,suez
2021-04-14,39,12,suez
2021-04-15,36,12,suez
2021-04-16,43,13,suez
2021-04-17,36,19,suez
2021-04-18,36,11,suez
2021-04-19,41,19,suez
2021-04-20,44,11,suez
2021-04-21,39,18,suez
2021-04-22,37,18,suez
2021-04-23,43,14,suez
2021-04-24,40,15,suez
2021-04-25,47,23,suez
2021-04-26,39,12,suez
2021-04-27,32,9,suez
2021-04-28,39,10,suez
2021-04-29,37,9,suez
2021-04-30,42,9,suez
2021-05-01,49,14,suez
2021-05-02,38,18,suez
2021-05-03,36,23,suez
2021-05-04,39,13,suez
2021-05-05,43,15,suez
2021-05-06,41,19,suez
2021-05-07,42,14,suez
2021-05-08,45,16,suez
2021-05-09,43,17,suez
2021-05-10,31,9,suez
2021-05-11,40,22,suez
2021-05-12,45,12,suez
2021-05-13,48,16,suez
2021-05-14,40,14,suez
2021-05-15,29,15,suez
2021-05-16,41,22,suez
2021-05-17,37,22,suez
2021-05-18,47,17,suez
2021-05-19,41,21,suez
2021-05-20,30,13,suez
2021-05-21,37,10,suez
2021-05-22,40,15,suez
2021-05-23,36,16,suez
2021-05-24,41,13,suez
2021-05-25,37,10,suez
2021-05-26,36,13,suez
2021-05-27,63,18,suez
2021-05-28,36,18,suez
2021-05-29,48,15,suez
2021-05-30,52,13,suez
2021-05-31,39,14,suez
2021-06-01,28,8,suez
2021-06-02,36,18,suez
2021-06-03,39,15,suez
2021-06-04,39,14,suez
2021-06-05,49,11,suez
2021-06-06,38,20,suez
2021-06-07,37,28,suez
2021-06-08,39,10,suez
2021-06-09,36,20,suez
2021-06-10,40,12,suez
2021-06-11,46,14,suez
2021-06-12,43,13,suez
2021-06-13,35,20,suez
2021-06-14,43,16,suez
2021-06-15,44,14,suez
2021-06-16,37,18,suez
2021-06-17,35,19,suez
2021-06-18,37,13,suez
2021-06-19,34,19,suez
2021-06-20,49,11,suez
2021-06-21,41,14,suez
2021-06-22,45,16,suez
2021-06-23,32,12,suez
2021-06-24,46,9,suez
2021-06-25,47,19,suez
2021-06-26,41,22,suez
2021-06-27,39,13,suez
2021-06-28,43,27,suez
2021-06-29,50,15,suez
2021-06-30,26,18,suez
2021-07-01,42,13,suez
2021-07-02,40,14,suez
2021-07-03,32,16,suez
2021-07-04,39,13,suez
2021-07-05,38,11,suez
2021-07-06,44,13,suez
2021-07-07,28,20,suez
2021-07-08,44,13,suez
2021-07-09,45,17,suez
2021-07-10,37,12,suez
2021-07-11,47,14,suez
2021-07-12,38,12,suez
2021-07-13,39,19,suez
2021-07-14,42,15,suez
2021-07-15,35,11,suez
2021-07-16,40,20,suez
2021-07-17,36,17,suez
2021-07-18,34,20,suez
2021-07-19,46,6,suez
2021-07-20,39,11,suez
2021-07-21,40,13,suez
2021-07-22,45,19,suez
2021-07-23,40,13,suez
2021-07-24,45,17,suez
2021-07-25,53,10,suez
2021-07-26,46,21,suez
2021-07-27,43,17,suez
2021-07-28,42,18,suez
2021-07-29,47,17,suez
2021-07-30,51,16,suez
2021-07-31,36,16,suez
2021-08-01,39,20,suez
2021-08-02,49,15,suez
2021-08-03,48,14,suez
2021-08-04,49,11,suez
2021-08-05,51,14,suez
2021-08-06,47,15,suez
2021-08-07,43,15,suez
2021-08-08,43,14,suez
2021-08-09,35,23,suez
2021-08-10,47,22,suez
2021-08-11,55,18,suez
2021-08-12,38,18,suez
2021-08-13,41,17,suez
2021-08-14,39,17,suez
2021-08-15,50,10,suez
2021-08-16,53,19,suez
2021-08-17,36,22,suez
2021-08-18,43,18,suez
2021-08-19,42,21,suez
2021-08-20,55,15,suez
2021-08-21,39,25,suez
2021-08-22,51,8,suez
2021-08-23,57,11,suez
2021-08-24,51,18,suez
2021-08-25,48,13,suez
2021-08-26,45,16,suez
2021-08-27,43,22,suez
2021-08-28,46,14,suez
2021-08-29,49,16,suez
2021-08-30,30,20,suez
2021-08-31,44,16,suez
2021-09-01,32,13,suez
2021-09-02,49,20,suez
2021-09-03,47,19,suez
2021-09-04,50,11,suez
2021-09-05,54,18,suez
2021-09-06,42,22,suez
2021-09-07,53,15,suez
2021-09-08,50,21,suez
2021-09-09,43,13,suez
2021-09-10,38,24,suez
2021-09-11,31,12,suez
2021-09-12,39,23,suez
2021-09-13,42,12,suez
2021-09-14,41,22,suez
2021-09-15,56,10,suez
2021-09-16,43,17,suez
2021-09-17,42,19,suez
2021-09-18,47,21,suez
2021-09-19,49,24,suez
2021-09-20,45,17,suez
2021-09-21,47,20,suez
2021-09-22,55,14,suez
2021-09-23,46,14,suez
2021-09-24,52,14,suez
2021-09-25,40,16,suez
2021-09-26,51,16,suez
2021-09-27,32,14,suez
2021-09-28,53,27,suez
2021-09-29,57,25,suez
2021-09-30,45,15,suez
2021-10-01,33,23,suez
2021-10-02,45,18,suez
2021-10-03,44,13,suez
2021-10-04,39,12,suez
2021-10-05,58,18,suez
2021-10-06,44,15,suez
2021-10-07,39,19,suez
2021-10-08,55,14,suez
2021-10-09,35,23,suez
2021-10-10,44,17,suez
2021-10-11,54,14,suez
2021-10-12,51,14,suez
2021-10-13,51,10,suez
2021-10-14,49,13,suez
2021-10-15,43,17,suez
2021-10-16,49,22,suez
2021-10-17,47,16,suez
2021-10-18,40,22,suez
2021-10-19,42,16,suez
2021-10-20,43,20,suez
2021-10-21,45,21,suez
2021-10-22,50,19,suez
2021-10-23,27,9,suez
2021-10-24,59,20,suez
2021-10-25,26,18,suez
2021-10-26,52,16,suez
2021-10-27,44,17,suez
2021-10-28,40,17,suez
2021-10-29,43,13,suez
2021-10-30,52,17,suez
2021-10-31,42,21,suez
2021-11-01,52,13,suez
2021-11-02,39,28,suez
2021-11-03,46,16,suez
2021-11-04,42,16,suez
2021-11-05,46,28,suez
2021-11-06,42,14,suez
2021-11-07,35,18,suez
2021-11-08,34,19,suez
2021-11-09,49,17,suez
2021-11-10,49,18,suez
2021-11-11,39,17,suez
2021-11-12,38,21,suez
2021-11-13,29,16,suez
2021-11-14,58,21,suez
2021-11-15,49,13,suez
2021-11-16,50,12,suez
2021-11-17,50,17,suez
2021-11-18,47,10,suez
2021-11-19,47,22,suez
2021-11-20,43,21,suez
2021-11-21,41,17,suez
2021-11-22,44,24,suez
2021-11-23,53,14,suez
2021-11-24,41,20,suez
2021-11-25,47,19,suez
2021-11-26,49,15,suez
2021-11-27,51,16,suez
2021-11-28,52,20,suez
2021-11-29,43,19,suez
2021-11-30,48,20,suez
2021-12-01,41,16,suez
2021-12-02,25,19,suez
2021-12-03,37,19,suez
2021-12-04,46,20,suez
2021-12-05,39,14,suez
2021-12-06,55,17,suez
2021-12-07,34,18,suez
2021-12-08,44,11,suez
2021-12-09,47,21,suez
2021-12-10,53,16,suez
2021-12-11,43,15,suez
2021-12-12,45,19,suez
2021-12-13,44,19,suez
2021-12-14,40,15,suez
2021-12-15,37,17,suez
2021-12-16,36,10,suez
2021-12-17,43,16,suez
2021-12-18,42,18,suez
2021-12-19,46,22,suez
2021-12-20,30,19,suez
2021-12-21,45,19,suez
2021-12-22,58,14,suez
2021-12-23,43,23,suez
2021-12-24,25,22,suez
2021-12-25,44,21,suez
2021-12-26,51,12,suez
2021-12-27,43,15,suez
2021-12-28,44,16,suez
2021-12-29,39,15,suez
2021-12-30,41,18,suez
2021-12-31,44,15,suez
2022-01-01,47,12,suez
2022-01-02,44,11,suez
2022-01-03,50,14,suez
2022-01-04,50,20,suez
2022-01-05,41,13,suez
2022-01-06,43,25,suez
2022-01-07,53,20,suez
2022-01-08,30,16,suez
2022-01-09,46,11,suez
2022-01-10,39,13,suez
2022-01-11,54,23,suez
2022-01-12,39,18,suez
2022-01-13,52,10,suez
2022-01-14,39,11,suez
2022-01-15,40,12,suez
2022-01-16,35,17,suez
2022-01-17,42,12,suez
2022-01-18,53,15,suez
2022-01-19,46,17,suez
2022-01-20,49,19,suez
2022-01-21,37,8,suez
2022-01-22,38,22,suez
2022-01-23,45,13,suez
2022-01-24,50,17,suez
2022-01-25,49,20,suez
2022-01-26,35,14,suez
2022-01-27,40,23,suez
2022-01-28,44,14,suez
2022-01-29,36,17,suez
2022-01-30,51,5,suez
2022-01-31,49,14,suez
2022-02-01,53,11,suez
2022-02-02,50,13,suez
2022-02-03,57,15,suez
2022-02-04,37,19,suez
2022-02-05,43,15,suez
2022-02-06,44,15,suez
2022-02-07,59,15,suez
2022-02-08,67,18,suez
2022-02-09,40,16,suez
2022-02-10,42,13,suez
2022-02-11,46,24,suez
2022-02-12,49,16,suez
2022-02-13,45,20,suez
2022-02-14,44,18,suez
